模组,键,说明,默认值,可选值,枚举原文及含义,client原始字段,原始tags,权限,参考配置支持,Wildwise 对应配置,Wildwise 边界,评估,源码,源码定位
Insight,display_perishable,腐烂信息,undefined；个人未另选时的回退值 true,false / true / undefined,"[{""hover"": ""不显示腐烂信息"", ""description"": ""否"", ""data"": false}, {""hover"": ""显示腐烂信息"", ""description"": ""是"", ""data"": true}, {""hover"": ""默认为：是"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""undefined""]",服主指定；undefined 时由个人选择,✅,❌,有部分对应信息，但仅按大类或密度预设控制；没有此字段的独立开关/详细度/资格条件。,应补常用项独立设置,/tmp/wildwise-research/insight/modinfo.lua,[display_perishable](/tmp/wildwise-research/insight/modinfo.lua:7231)
Insight,display_cawnival,鸦年华信息,undefined；个人未另选时的回退值 false,false / true / undefined,"[{""hover"": ""不显示鸦年华信息"", ""description"": ""否"", ""data"": false}, {""hover"": ""显示鸦年华信息"", ""description"": ""是"", ""data"": true}, {""hover"": ""默认为：否"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""dst_only"", ""undefined""]",服主指定；undefined 时由个人选择,✅,❌,没有节庆专属描述器或开关。,可暂缓,/tmp/wildwise-research/insight/modinfo.lua,[display_cawnival](/tmp/wildwise-research/insight/modinfo.lua:7241)
Insight,display_yotb_winners,"选美大赛冠军 [""皮弗娄牛之年"" 更新]",undefined；个人未另选时的回退值 false,false / true / undefined,"[{""hover"": ""不显示选美大赛冠军"", ""description"": ""否"", ""data"": false}, {""hover"": ""显示选美大赛冠军"", ""description"": ""是"", ""data"": true}, {""hover"": ""默认为：否"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""dst_only"", ""undefined""]",服主指定；undefined 时由个人选择,✅,❌,没有节庆专属描述器或开关。,可暂缓,/tmp/wildwise-research/insight/modinfo.lua,[display_yotb_winners](/tmp/wildwise-research/insight/modinfo.lua:7250)
Insight,display_yotb_appraisal,"评价值 [""皮弗娄牛之年"" 更新]",undefined；个人未另选时的回退值 false,false / true / undefined,"[{""hover"": ""不显示评价值"", ""description"": ""否"", ""data"": false}, {""hover"": ""显示评价值"", ""description"": ""是"", ""data"": true}, {""hover"": ""默认为：否"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""dst_only"", ""undefined""]",服主指定；undefined 时由个人选择,✅,❌,没有节庆专属描述器或开关。,可暂缓,/tmp/wildwise-research/insight/modinfo.lua,[display_yotb_appraisal](/tmp/wildwise-research/insight/modinfo.lua:7259)
Insight,display_shared_stats,玩家列表中的数据,undefined；个人未另选时的回退值 true,false / true / undefined,"[{""hover"": ""不显示数据"", ""description"": ""否"", ""data"": false}, {""hover"": ""显示数据"", ""description"": ""是"", ""data"": true}, {""hover"": ""默认为：是"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""dst_only"", ""undefined""]",服主指定；undefined 时由个人选择,✅,❌,未提供此项独立配置；具体信息是否部分覆盖见功能矩阵，不能由 schema 名称推定。,依功能矩阵优先级分批评估,/tmp/wildwise-research/insight/modinfo.lua,[display_shared_stats](/tmp/wildwise-research/insight/modinfo.lua:7268)
Insight,display_worldmigrator,传送信息,undefined；个人未另选时的回退值 false,false / true / undefined,"[{""hover"": ""不显示传送信息"", ""description"": ""否"", ""data"": false}, {""hover"": ""显示传送信息"", ""description"": ""是"", ""data"": true}, {""hover"": ""默认为：否"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""undefined""]",服主指定；undefined 时由个人选择,✅,❌,未提供此项独立配置；具体信息是否部分覆盖见功能矩阵，不能由 schema 名称推定。,依功能矩阵优先级分批评估,/tmp/wildwise-research/insight/modinfo.lua,[display_worldmigrator](/tmp/wildwise-research/insight/modinfo.lua:7277)
Insight,display_unwrappable,打包信息,undefined；个人未另选时的回退值 true,false / true / undefined,"[{""hover"": ""不显示打包信息"", ""description"": ""否"", ""data"": false}, {""hover"": ""显示打包信息"", ""description"": ""是"", ""data"": true}, {""hover"": ""默认为：是"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""undefined""]",服主指定；undefined 时由个人选择,✅,❌,info_container_contents 同时控制箱子、包裹和定位，没有独立包裹开关。,应补独立隐私开关,/tmp/wildwise-research/insight/modinfo.lua,[display_unwrappable](/tmp/wildwise-research/insight/modinfo.lua:7286)
Insight,display_simplefishing,淡水垂钓信息,undefined；个人未另选时的回退值 true,false / true / undefined,"[{""hover"": ""不显示淡水垂钓信息"", ""description"": ""否"", ""data"": false}, {""hover"": ""显示淡水垂钓信息"", ""description"": ""是"", ""data"": true}, {""hover"": ""默认为：是"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""undefined""]",服主指定；undefined 时由个人选择,✅,❌,未提供此项独立配置；具体信息是否部分覆盖见功能矩阵，不能由 schema 名称推定。,依功能矩阵优先级分批评估,/tmp/wildwise-research/insight/modinfo.lua,[display_simplefishing](/tmp/wildwise-research/insight/modinfo.lua:7295)
Insight,display_oceanfishing,海洋垂钓信息,undefined；个人未另选时的回退值 true,false / true / undefined,"[{""hover"": ""不显示海洋垂钓信息"", ""description"": ""否"", ""data"": false}, {""hover"": ""显示海洋垂钓信息"", ""description"": ""是"", ""data"": true}, {""hover"": ""默认为：是"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""undefined""]",服主指定；undefined 时由个人选择,✅,❌,未提供此项独立配置；具体信息是否部分覆盖见功能矩阵，不能由 schema 名称推定。,依功能矩阵优先级分批评估,/tmp/wildwise-research/insight/modinfo.lua,[display_oceanfishing](/tmp/wildwise-research/insight/modinfo.lua:7304)
Insight,display_tackle_information,渔具信息,undefined；个人未另选时的回退值 true,false / true / undefined,"[{""hover"": ""不显示渔具信息"", ""description"": ""否"", ""data"": false}, {""hover"": ""显示渔具信息"", ""description"": ""是"", ""data"": true}, {""hover"": ""默认为：是"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""dst_only"", ""undefined""]",服主指定；undefined 时由个人选择,✅,❌,未提供此项独立配置；具体信息是否部分覆盖见功能矩阵，不能由 schema 名称推定。,依功能矩阵优先级分批评估,/tmp/wildwise-research/insight/modinfo.lua,[display_tackle_information](/tmp/wildwise-research/insight/modinfo.lua:7313)
Insight,display_spawner_information,生物生成计时器,undefined；个人未另选时的回退值 true,false / true / undefined,"[{""hover"": ""不显示生物生成计时信息。"", ""description"": ""否"", ""data"": false}, {""hover"": ""显示生物生成计时信息。"", ""description"": ""是"", ""data"": true}, {""hover"": ""默认为：是"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""undefined""]",服主指定；undefined 时由个人选择,✅,❌,未提供此项独立配置；具体信息是否部分覆盖见功能矩阵，不能由 schema 名称推定。,依功能矩阵优先级分批评估,/tmp/wildwise-research/insight/modinfo.lua,[display_spawner_information](/tmp/wildwise-research/insight/modinfo.lua:7322)
Insight,weapon_damage,武器伤害值,undefined；个人未另选时的回退值 true,false / true / undefined,"[{""hover"": ""不显示武器的伤害值。"", ""description"": ""否"", ""data"": false}, {""hover"": ""显示武器的伤害值。"", ""description"": ""是"", ""data"": true}, {""hover"": ""默认为：是"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""undefined""]",服主指定；undefined 时由个人选择,✅,❌,有部分对应信息，但仅按大类或密度预设控制；没有此字段的独立开关/详细度/资格条件。,应补常用项独立设置,/tmp/wildwise-research/insight/modinfo.lua,[weapon_damage](/tmp/wildwise-research/insight/modinfo.lua:7331)
Insight,armor,护甲,undefined；个人未另选时的回退值 true,false / true / undefined,"[{""hover"": ""不显示防御信息"", ""description"": ""否"", ""data"": false}, {""hover"": ""显示防御信息"", ""description"": ""是"", ""data"": true}, {""hover"": ""默认为：是"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""undefined""]",服主指定；undefined 时由个人选择,✅,❌,有部分对应信息，但仅按大类或密度预设控制；没有此字段的独立开关/详细度/资格条件。,应补常用项独立设置,/tmp/wildwise-research/insight/modinfo.lua,[armor](/tmp/wildwise-research/insight/modinfo.lua:7340)
Insight,repair_values,修补数值,undefined；个人未另选时的回退值 false,false / true / undefined,"[{""hover"": ""不显示物品的修复信息"", ""description"": ""否"", ""data"": false}, {""hover"": ""显示物品的修复信息。"", ""description"": ""是"", ""data"": true}, {""hover"": ""默认为：否"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""undefined""]",服主指定；undefined 时由个人选择,✅,❌,未提供此项独立配置；具体信息是否部分覆盖见功能矩阵，不能由 schema 名称推定。,依功能矩阵优先级分批评估,/tmp/wildwise-research/insight/modinfo.lua,[repair_values](/tmp/wildwise-research/insight/modinfo.lua:7349)
Insight,klaus_sack_info,赃物袋信息,undefined；个人未另选时的回退值 false,false / true / undefined,"[{""hover"": ""不显示赃物袋内容。"", ""description"": ""否"", ""data"": false}, {""hover"": ""显示赃物袋内容。"", ""description"": ""是"", ""data"": true}, {""hover"": ""默认为：否"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""dst_only"", ""undefined""]",服主指定；undefined 时由个人选择,✅,❌,未提供此项独立配置；具体信息是否部分覆盖见功能矩阵，不能由 schema 名称推定。,依功能矩阵优先级分批评估,/tmp/wildwise-research/insight/modinfo.lua,[klaus_sack_info](/tmp/wildwise-research/insight/modinfo.lua:7358)
Insight,soil_moisture,土壤潮湿度,2,0 / 1 / 2 / 3 / 4,"[{""hover"": ""不显示土壤潮湿度。"", ""description"": ""禁用"", ""data"": 0}, {""hover"": ""仅显示土壤的潮湿度。"", ""description"": ""仅土壤"", ""data"": 1}, {""hover"": ""显示土壤潮湿度和植株耗水率。"", ""description"": ""土壤/植株"", ""data"": 2}, {""hover"": ""显示土壤潮湿度，植株耗水率，耕地潮湿度。"", ""description"": ""土壤，植株，耕地"", ""data"": 3}, {""hover"": ""显示土壤潮湿度，植株耗水率，总耕地潮湿度。"", ""description"": ""全部"", ""data"": 4}]",true,"[""dst_only""]",个人优先,✅,❌,未提供此项独立配置；具体信息是否部分覆盖见功能矩阵，不能由 schema 名称推定。,依功能矩阵优先级分批评估,/tmp/wildwise-research/insight/modinfo.lua,[soil_moisture](/tmp/wildwise-research/insight/modinfo.lua:7367)
Insight,soil_nutrients,土壤养分值,undefined；个人未另选时的回退值 2,1 / 2 / 3 / undefined,"[{""hover"": ""仅显示土壤养分值。"", ""description"": ""仅土壤"", ""data"": 1}, {""hover"": ""显示土壤养分值和植株耗肥率。"", ""description"": ""土壤/植株"", ""data"": 2}, {""hover"": ""显示土壤养分值，植株耗肥率，耕地养分值。"", ""description"": ""土壤，植株，耕地"", ""data"": 3}, {""hover"": ""默认为：土壤/植株"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""dst_only"", ""undefined""]",服主指定；undefined 时由个人选择,✅,❌,有部分对应信息，但仅按大类或密度预设控制；没有此字段的独立开关/详细度/资格条件。,应补常用项独立设置,/tmp/wildwise-research/insight/modinfo.lua,[soil_nutrients](/tmp/wildwise-research/insight/modinfo.lua:7380)
Insight,soil_nutrients_needs_hat,土壤养分值显示,undefined；个人未另选时的回退值 always,off / hatonly / always / undefined,"[{""hover"": ""仅当佩戴高级耕作先驱帽时显示土壤养分值。"", ""description"": ""禁用"", ""data"": ""off""}, {""hover"": ""仅当佩戴此帽时显示土壤养分值。"", ""description"": ""高级耕作先驱帽"", ""data"": ""hatonly""}, {""hover"": ""总是显示土壤养分值。"", ""description"": ""总是"", ""data"": ""always""}, {""hover"": ""默认为：总是"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""dst_only"", ""undefined""]",服主指定；undefined 时由个人选择,✅,❌,有部分对应信息，但仅按大类或密度预设控制；没有此字段的独立开关/详细度/资格条件。,应补常用项独立设置,/tmp/wildwise-research/insight/modinfo.lua,[soil_nutrients_needs_hat](/tmp/wildwise-research/insight/modinfo.lua:7392)
Insight,display_plant_stressors,植物压力,undefined；个人未另选时的回退值 2,0 / 1 / 2 / undefined,"[{""hover"": ""不显示植物的压力。"", ""description"": ""否"", ""data"": 0}, {""hover"": ""如果你身上有，或戴上高级耕作先驱帽时，显示植物的压力"", ""description"": ""佩戴高级耕作先驱帽"", ""data"": 1}, {""hover"": ""总是显示植物的压力。"", ""description"": ""总是"", ""data"": 2}, {""hover"": ""默认为：总是"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""dst_only"", ""undefined""]",服主指定；undefined 时由个人选择,✅,❌,有部分对应信息，但仅按大类或密度预设控制；没有此字段的独立开关/详细度/资格条件。,应补常用项独立设置,/tmp/wildwise-research/insight/modinfo.lua,[display_plant_stressors](/tmp/wildwise-research/insight/modinfo.lua:7402)
Insight,display_fertilizer,肥料,undefined；个人未另选时的回退值 true,false / true / undefined,"[{""hover"": ""不显示肥料养分值"", ""description"": ""否"", ""data"": false}, {""hover"": ""显示肥料养分值"", ""description"": ""是"", ""data"": true}, {""hover"": ""默认为：是"", ""description"": ""默认"", ""data"": ""undefined""}]",—,"[""undefined""]",服主指定；undefined 时由个人选择,✅,❌,有部分对应信息，但仅按大类或密度预设控制；没有此字段的独立开关/详细度/资格条件。,应补常用项独立设置,/tmp/wildwise-research/insight/modinfo.lua,[display_fertilizer](/tmp/wildwise-research/insight/modinfo.lua:7412)
